forma;parte;score
internar;G5;0.4704
intestino;G5;0.3088
introdução;G5;0.4558
inventar;G5;-0.1872
invocar;G5;-0.1248
início;G5;-0.75
japonês;G5;-0.1872
lado;G5;0.3593
legume;G5;1.1824
leite;G5;1.1824
lembrar;G5;-0.3121
levar;G5;-0.2496
lidar;G5;-0.1872
líquido;G5;-0.2496
macarrão;G5;-0.3746
machucar;G5;-0.3746
magro;G5;0.2902
maior;G5;-0.2182
mal;G5;-0.4584
mandar;G5;-0.3121
manhã;G5;0.3593
manter;G5;-0.8753
mato;G5;-0.1872
medida;G5;-0.1872
medo;G5;0.5616
melhorar;G5;-0.4371
menos;G5;-0.5021
metade;G5;-0.0624
metotrexato;G5;-0.4371
molho;G5;-0.1872
momento;G5;-0.3121
monte;G5;-0.1872
moído;G5;-0.1872
mudar;G5;-0.2235
mundo;G5;0.2382
mão;G5;-0.1872
nariz;G5;0.3593
necessidade;G5;-0.75
noite;G5;0.2902
notar;G5;-0.2496
nunca;G5;-0.2519
nutricionista;G5;0.4034
nutrir;G5;1.3115
náusea;G5;-1.1263
observar;G5;-0.8753
oferecer;G5;-0.4371
ontem;G5;-0.1496
oral;G5;-0.183
ovo;G5;0.3593
paladar;G5;0.6228
parar;G5;-0.6874
parecer;G5;-0.5622
passar;G5;-0.7752
pedaço;G5;-0.1248
pedir;G5;-0.5622
pensar;G5;-0.183
pequeno;G5;0.6228
perceber;G5;-0.4371
perder;G5;-0.8763
perguntar;G5;1.0503
permanecer;G5;-0.1248
período;G5;-0.2496
peso;G5;-0.5678
pesquisar;G5;-0.5622
pessoa;G5;-0.3121
pior;G5;0.4558
praticamente;G5;1.3115
preciso;G5;-0.1872
preferir;G5;-0.1248
preso;G5;0.3088
problema;G5;0.607
procedimento;G5;-0.1872
processo;G5;-0.1872
proibir;G5;-0.1872
puro;G5;0.4558
pó;G5;-0.5622
pôr;G5;-0.1496
qualidade;G5;-0.1872
quantidade;G5;0.6228
queijo;G5;-0.1248
querer;G5;1.0779
questão;G5;-0.6844
quimioterapia;G5;-0.6868
receio;G5;0.2382
recurso;G5;-0.1872
relacionar;G5;-0.4371
relutante;G5;-0.1248
remédio;G5;-1.1265
resolver;G5;-0.2496
respirar;G5;-0.1248
ressecar;G5;-0.2496
restrição;G5;-0.1872
resultado;G5;0.4558
rim;G5;-0.1872
ritmo;G5;-0.1872
ruim;G5;-0.4996
rápido;G5;-0.4371
sabor;G5;-0.4371
sabão;G5;0.2382
sair;G5;0.2387
salgado;G5;0.6228
salvar;G5;2.0673
salvação;G5;-0.1248
saudável;G5;-0.3746
seguro;G5;0.4558
seletivo;G5;-0.3121
semana;G5;0.8073
sensível;G5;-0.2496
sentar;G5;-0.5622
sentir;G5;-0.5466
sofrer;G5;0.2382
soltar;G5;-0.3746
sonda;G5;1.0694
suco;G5;0.1976
suplemento;G5;0.77
suprir;G5;-0.2496
tempero;G5;-0.3121
tomar;G5;0.3898
tranquilo;G5;-0.5622
tratamento;G5;-1.4405
trocar;G5;-0.1872
uso;G5;-0.5622
uti;G5;1.4585
vender;G5;1.7146
verdura;G5;0.3564
verduras;G5;0.2382
via;G5;-0.5622
vida;G5;0.5356
vitamina;G5;-0.3121
voltar;G5;-0.3442
vomitar;G5;-0.5028
vontade;G5;0.2382
ácido;G5;-0.1872
água;G5;0.5384
ótimo;G5;-0.2496
acabar;G6;-0.3781
aceitar;G6;2.7505
acompanhar;G6;-0.2745
acostumar;G6;0.3683
acreditar;G6;0.2356
adaptar;G6;0.3683
adiantar;G6;-0.4858
adolescente;G6;-0.1618
adorar;G6;0.5669
agradecer;G6;-0.3238
ajudar;G6;2.594
alimentação;G6;0.5448
alteração;G6;-0.2428
alto;G6;-0.1618
ambiente;G6;0.3683
amendoim;G6;-0.2428
apetite;G6;1.4876
aprender;G6;-0.2745
apresentar;G6;0.3683
arroz;G6;0.88
arrumar;G6;0.3683
atrapalhar;G6;-0.3238
autismo;G6;-0.2428
azedo;G6;0.7697
açúcar;G6;0.9992
bastante;G6;0.31
bater;G6;-0.4888
beber;G6;-0.4888
bem;G6;-0.38
benefício;G6;-0.2428
besteira;G6;-1.5423
boca;G6;-0.4888
bola;G6;-0.1618
bolo;G6;-0.1618
bonito;G6;-0.2428
botar;G6;-0.2428
braço;G6;-0.2428
brigar;G6;0.3683
básico;G6;-0.4858
cabeça;G6;1.4285
café;G6;0.8652
carne;G6;0.476
casa;G6;-0.3259
casca;G6;-0.3238
cheiro;G6;-1.1353
comer;G6;-0.318
começar;G6;0.7111
comida;G6;-0.9164
comprar;G6;-0.3253
conhecimento;G6;-0.5669
conseguir;G6;-0.3287
consulta;G6;0.3683
contar;G6;0.9992
continuar;G6;0.6313
conversar;G6;-0.4048
corpo;G6;-0.226
correr;G6;-0.2745
correto;G6;0.5669
cortar;G6;-0.1801
cozinhar;G6;-0.4048
cru;G6;0.2794
cuidado;G6;-0.3238
câncer;G6;0.3625
danone;G6;-0.1618
dentro;G6;-0.3238
depender;G6;0.6936
descobrir;G6;1.4285
desconto;G6;-0.1618
deus;G6;0.2431
diagnóstico;G6;0.3683
diarreia;G6;0.2794
dieta;G6;-0.4858
diferente;G6;0.6921
dificuldade;G6;-2.2393
digestão;G6;-0.2428
diminuir;G6;3.5309
direto;G6;-0.4858
doce;G6;-0.4787
dor;G6;0.5669
dormir;G6;-0.3238
doutor;G6;-0.7258
dúvida;G6;-0.8103
emagrecer;G6;0.3683
engasgava;G6;-0.0809
engolir;G6;-0.5669
engordar;G6;-0.7292
enjoar;G6;-1.2167
entender;G6;-1.298
entrar;G6;0.2174
errado;G6;-0.2428
específico;G6;-0.2428
esperar;G6;-0.4048
essencial;G6;-0.4048
estômago;G6;-0.4858
evitar;G6;-0.2428
exame;G6;0.2174
exemplo;G6;0.3293
experiência;G6;-0.4858
explicar;G6;-0.3781
falado;G6;0.3683
falta;G6;0.2794
fase;G6;-0.4858
feijão;G6;-0.1801
final;G6;0.3683
forma;G6;-0.3238
forte;G6;1.4285
forçar;G6;1.0202
fraco;G6;0.5072
frango;G6;1.4285
frente;G6;0.3683
fruta;G6;1.0016
funcionar;G6;-0.5669
furado;G6;-0.0809
fácil;G6;-0.226
ganhar;G6;1.1852
garrafa;G6;-0.2745
gastrostomia;G6;3.3894
geral;G6;1.4285
gostar;G6;-1.32
gosto;G6;-0.2745
graça;G6;0.3625
grosso;G6;1.115
higiene;G6;-0.4888
hipoclorito;G6;-0.3253
horrível;G6;-0.2428
hospital;G6;-0.2108
importante;G6;-0.648
imunidade;G6;-0.226
incomodar;G6;-0.3253
independente;G6;0.2794
infecção;G6;-0.2428
interessante;G6;0.6936
internar;G6;-0.3267
intestino;G6;-0.1766
introdução;G6;0.3683
inventar;G6;0.3683
invocar;G6;-0.1618
início;G6;-0.9728
japonês;G6;-0.2428
lado;G6;-0.3238
legume;G6;-0.3679
leite;G6;0.4886
lembrar;G6;0.2174
levar;G6;-0.3238
lidar;G6;-0.2428
líquido;G6;0.8652
macarrão;G6;1.1852
machucar;G6;-0.4858
magro;G6;-0.4048
maior;G6;-0.3253
mal;G6;0.5481
mandar;G6;-0.4048
manhã;G6;0.2794
manter;G6;0.3625
mato;G6;1.115
medida;G6;1.115
medo;G6;-0.5032
melhorar;G6;-0.1801
menos;G6;0.2431
metade;G6;-0.0809
metotrexato;G6;-0.5669
molho;G6;-0.2428
momento;G6;-0.4048
monte;G6;-0.2428
moído;G6;-0.2428
mudar;G6;0.4886
mundo;G6;2.0327
mão;G6;-0.2428
nariz;G6;-0.3238
necessidade;G6;-0.4327
noite;G6;0.6936
notar;G6;0.8652
nunca;G6;-0.4116
nutricionista;G6;1.1324
nutrir;G6;0.3683
náusea;G6;-1.4609
observar;G6;-0.5463
oferecer;G6;0.9992
ontem;G6;0.8515
oral;G6;2.0165
ovo;G6;-0.3238
paladar;G6;0.4692
parar;G6;0.9964
parecer;G6;2.0165
passar;G6;0.4395
pedaço;G6;-0.1618
pedir;G6;-0.2745
pensar;G6;-0.2745
pequeno;G6;-0.5669
perceber;G6;0.4692
perder;G6;0.9305
perguntar;G6;-0.3238
permanecer;G6;-0.1618
período;G6;-0.3238
peso;G6;0.8412
pesquisar;G6;-0.2745
pessoa;G6;-0.4048
pior;G6;-0.2428
praticamente;G6;-0.2428
preciso;G6;-0.2428
preferir;G6;0.5072
preso;G6;0.88
problema;G6;-1.054
procedimento;G6;-0.2428
processo;G6;-0.2428
proibir;G6;-0.2428
puro;G6;-0.2428
pó;G6;0.3293
pôr;G6;-0.648
qualidade;G6;-0.2428
quantidade;G6;0.4692
queijo;G6;-0.1618
querer;G6;-1.1838
questão;G6;0.31
quimioterapia;G6;0.5984
receio;G6;-0.4858
recurso;G6;0.3683
relacionar;G6;-0.5669
relutante;G6;-0.1618
remédio;G6;2.1239
resolver;G6;0.2794
respirar;G6;-0.1618
ressecar;G6;0.8652
restrição;G6;1.115
resultado;G6;-0.2428
rim;G6;-0.2428
ritmo;G6;-0.2428
ruim;G6;-0.226
rápido;G6;-0.1801
sabor;G6;-0.5669
sabão;G6;-0.4858
sair;G6;-1.1353
salgado;G6;-0.5669
salvar;G6;0.2794
salvação;G6;-0.1618
saudável;G6;-0.4858
seguro;G6;-0.2428
seletivo;G6;0.2174
semana;G6;-0.3259
sensível;G6;-0.3238
sentar;G6;-0.7292
sentir;G6;-0.7877
sofrer;G6;-0.4858
soltar;G6;0.5669
sonda;G6;-2.616
suco;G6;-0.1801
suplemento;G6;-0.2546
suprir;G6;-0.3238
tempero;G6;-0.4048
tomar;G6;-0.375
tranquilo;G6;0.3293
tratamento;G6;0.247
trocar;G6;-0.2428
uso;G6;0.7311
uti;G6;-0.1373
vender;G6;-0.4048
verdura;G6;0.7499
verduras;G6;-0.4858
via;G6;2.9072
vida;G6;-0.226
vitamina;G6;0.2174
voltar;G6;1.2852
vomitar;G6;0.4513
vontade;G6;-0.1373
ácido;G6;-0.2428
água;G6;0.5167
ótimo;G6;-0.3238
acabar;G7;-0.4711
aceitar;G7;-0.7702
acompanhar;G7;0.2305
acostumar;G7;-0.1283
acreditar;G7;-0.1402
adaptar;G7;-0.1283
adiantar;G7;-0.2567
adolescente;G7;-0.0855
adorar;G7;-0.2567
agradecer;G7;-0.1711
ajudar;G7;-0.4559
alimentação;G7;-0.9039
alteração;G7;3.0885
alto;G7;-0.0855
ambiente;G7;-0.1283
amendoim;G7;-0.1283
apetite;G7;1.4954
aprender;G7;1.3499
apresentar;G7;-0.1283
arroz;G7;-0.1625
arrumar;G7;-0.1283
atrapalhar;G7;0.4873
autismo;G7;-0.1283
azedo;G7;-0.0428
açúcar;G7;-0.2996
bastante;G7;0.8956
bater;G7;-0.1857
beber;G7;-0.557
bem;G7;1.5881
benefício;G7;-0.1283
besteira;G7;-0.815
boca;G7;0.4584
bola;G7;-0.0855
bolo;G7;-0.0855
bonito;G7;-0.1283
botar;G7;-0.1283
braço;G7;-0.1283
brigar;G7;0.5921
básico;G7;1.881
cabeça;G7;0.4101
café;G7;-0.1711
carne;G7;-0.1625
casa;G7;0.346
casca;G7;-0.1711
cheiro;G7;-0.2098
comer;G7;0.405
começar;G7;-0.2185
comida;G7;-1.8527
comprar;G7;-0.4282
conhecimento;G7;0.3025
conseguir;G7;-0.4332
consulta;G7;-0.1283
contar;G7;0.8721
continuar;G7;0.2028
conversar;G7;0.4101
corpo;G7;-0.3425
correr;G7;0.2305
correto;G7;0.3503
cortar;G7;-0.2996
cozinhar;G7;-0.2139
cru;G7;-0.1711
cuidado;G7;0.4873
câncer;G7;0.4166
danone;G7;-0.0855
dentro;G7;-0.1711
depender;G7;-0.2139
descobrir;G7;-0.2139
desconto;G7;-0.0855
deus;G7;0.6797
diagnóstico;G7;-0.1283
diarreia;G7;1.3348
dieta;G7;0.3503
diferente;G7;0.8632
dificuldade;G7;0.7375
digestão;G7;-0.1283
diminuir;G7;-0.4282
direto;G7;0.9914
doce;G7;0.3506
dor;G7;-0.2567
dormir;G7;-0.1711
doutor;G7;-0.7289
dúvida;G7;0.2028
emagrecer;G7;-0.1283
engasgava;G7;-0.0428
engolir;G7;-0.2996
engordar;G7;-0.3853
enjoar;G7;-0.6429
entender;G7;-0.2603
entrar;G7;-0.2139
errado;G7;-0.1283
específico;G7;0.5921
esperar;G7;0.4101
essencial;G7;-0.2139
estômago;G7;-0.2567
evitar;G7;-0.1283
exame;G7;0.4101
exemplo;G7;0.2305
experiência;G7;-0.2567
explicar;G7;1.1172
falado;G7;-0.1283
falta;G7;-0.1711
fase;G7;0.3503
feijão;G7;0.3025
final;G7;-0.1283
forma;G7;1.3348
forte;G7;-0.2139
forçar;G7;-0.6429
fraco;G7;-0.0855
frango;G7;-0.2139
frente;G7;-0.1283
fruta;G7;-1.1106
funcionar;G7;0.8721
furado;G7;-0.0428
fácil;G7;0.2632
ganhar;G7;-0.2567
garrafa;G7;-0.3853
gastrostomia;G7;-0.6859
geral;G7;0.4101
gostar;G7;-0.8366
gosto;G7;-0.3853
graça;G7;0.4166
grosso;G7;-0.1283
higiene;G7;-0.1857
hipoclorito;G7;1.2253
horrível;G7;-0.1283
hospital;G7;-0.557
importante;G7;0.2632
imunidade;G7;0.7739
incomodar;G7;-0.4282
independente;G7;-0.1711
infecção;G7;0.5921
interessante;G7;-0.2139
internar;G7;-0.181
intestino;G7;-0.1625
introdução;G7;0.5921
inventar;G7;-0.1283
invocar;G7;-0.0855
início;G7;0.5056
japonês;G7;-0.1283
lado;G7;-0.1711
legume;G7;0.6797
leite;G7;-0.7289
lembrar;G7;-0.2139
levar;G7;-0.1711
lidar;G7;0.5921
líquido;G7;-0.1711
macarrão;G7;-0.2567
machucar;G7;0.9914
magro;G7;-0.2139
maior;G7;0.2028
mal;G7;0.346
mandar;G7;1.1403
manhã;G7;-0.1711
manter;G7;0.4166
mato;G7;-0.1283
medida;G7;-0.1283
medo;G7;0.2424
melhorar;G7;0.3025
menos;G7;-0.2865
metade;G7;-0.0428
metotrexato;G7;0.3025
molho;G7;0.5921
momento;G7;-0.2139
monte;G7;-0.1283
moído;G7;-0.1283
mudar;G7;-0.7289
mundo;G7;-0.2567
mão;G7;-0.1283
nariz;G7;0.4873
necessidade;G7;1.0223
noite;G7;-0.2139
notar;G7;-0.1711
nunca;G7;1.6669
nutricionista;G7;-0.4282
nutrir;G7;-0.1283
náusea;G7;1.6669
observar;G7;-0.6
oferecer;G7;-0.2996
ontem;G7;-0.3425
oral;G7;-0.3853
ovo;G7;-0.1711
paladar;G7;1.6688
parar;G7;-0.4711
parecer;G7;-0.3853
passar;G7;0.4646
pedaço;G7;-0.0855
pedir;G7;-0.3853
pensar;G7;-0.3853
pequeno;G7;0.8721
perceber;G7;0.3025
perder;G7;1.6082
perguntar;G7;-0.1711
permanecer;G7;0.7478
período;G7;-0.1711
peso;G7;0.9402
pesquisar;G7;0.2305
pessoa;G7;0.4101
pior;G7;-0.1283
praticamente;G7;-0.1283
preciso;G7;-0.1283
preferir;G7;-0.0855
preso;G7;-0.1625
problema;G7;-0.557
procedimento;G7;0.5921
processo;G7;-0.1283
proibir;G7;-0.1283
puro;G7;0.5921
pó;G7;0.2305
pôr;G7;-0.3425
qualidade;G7;-0.1283
quantidade;G7;1.6688
queijo;G7;-0.0855
querer;G7;-2.1433
questão;G7;1.9838
quimioterapia;G7;1.4399
receio;G7;1.881
recurso;G7;-0.1283
relacionar;G7;0.3025
relutante;G7;-0.0855
remédio;G7;-1.2895
resolver;G7;-0.1711
respirar;G7;-0.0855
ressecar;G7;-0.1711
restrição;G7;-0.1283
resultado;G7;-0.1283
rim;G7;-0.1283
ritmo;G7;-0.1283
ruim;G7;0.2632
rápido;G7;-0.2996
sabor;G7;0.3025
sabão;G7;0.3503
sair;G7;-0.6
salgado;G7;-0.2996
salvar;G7;-0.1711
salvação;G7;-0.0855
saudável;G7;-0.2567
seguro;G7;0.5921
seletivo;G7;0.4101
semana;G7;-0.2603
sensível;G7;0.4873
sentar;G7;0.2305
sentir;G7;0.6294
sofrer;G7;0.3503
soltar;G7;-0.2567
sonda;G7;-1.318
suco;G7;-0.2996
suplemento;G7;-0.4898
suprir;G7;1.3348
tempero;G7;-0.2139
tomar;G7;-0.511
tranquilo;G7;1.3499
tratamento;G7;-0.4559
trocar;G7;0.5921
uso;G7;0.2305
uti;G7;-0.2567
vender;G7;-0.2139
verdura;G7;0.289
verduras;G7;-0.2567
via;G7;-0.3853
vida;G7;-0.3425
vitamina;G7;-0.2139
voltar;G7;1.3918
vomitar;G7;0.4015
vontade;G7;-0.2567
ácido;G7;-0.1283
água;G7;0.3266
ótimo;G7;0.4873
acabar;G8;-0.6913
aceitar;G8;-0.4768
acompanhar;G8;-0.5654
acostumar;G8;-0.1882
acreditar;G8;-0.2573
adaptar;G8;0.4538
adiantar;G8;-0.3767
adolescente;G8;-0.1255
adorar;G8;0.2366
agradecer;G8;-0.251
ajudar;G8;-1.4487
alimentação;G8;0.245
alteração;G8;-0.1882
alto;G8;0.6005
ambiente;G8;-0.1882
amendoim;G8;-0.1882
apetite;G8;-0.5024
aprender;G8;-0.1846
apresentar;G8;1.3071
arroz;G8;1.1812
arrumar;G8;-0.1882
atrapalhar;G8;0.3575
autismo;G8;-0.1882
azedo;G8;-0.0627
açúcar;G8;1.2542
bastante;G8;-0.3478
bater;G8;0.2688
beber;G8;1.0683
bem;G8;-0.6078
benefício;G8;-0.1882
besteira;G8;-0.2846
boca;G8;-0.8173
bola;G8;-0.1255
bolo;G8;-0.1255
bonito;G8;0.4538
botar;G8;0.4538
braço;G8;-0.1882
brigar;G8;-0.1882
básico;G8;0.2366
cabeça;G8;-0.3139
café;G8;-0.251
carne;G8;0.674
casa;G8;-1.0064
casca;G8;0.3575
cheiro;G8;0.5398
comer;G8;-1.4927
começar;G8;0.9988
comida;G8;0.4492
comprar;G8;-0.6283
conhecimento;G8;-0.4396
conseguir;G8;0.5185
consulta;G8;0.4538
contar;G8;0.1962
continuar;G8;0.4005
conversar;G8;0.2886
corpo;G8;-0.5024
correr;G8;-0.1846
correto;G8;-0.3767
cortar;G8;-0.4396
cozinhar;G8;-0.3139
cru;G8;-0.251
cuidado;G8;-0.251
câncer;G8;-0.8803
danone;G8;-0.1255
dentro;G8;-0.251
depender;G8;0.2886
descobrir;G8;-0.3139
desconto;G8;-0.1255
deus;G8;-0.5062
diagnóstico;G8;-0.1882
diarreia;G8;-0.251
dieta;G8;-0.3767
diferente;G8;-0.3769
dificuldade;G8;-0.5207
digestão;G8;-0.1882
diminuir;G8;-0.6283
direto;G8;0.2366
doce;G8;0.8995
dor;G8;0.7269
dormir;G8;0.3575
doutor;G8;-1.0695
dúvida;G8;-0.6283
emagrecer;G8;-0.1882
engasgava;G8;-0.0627
engolir;G8;0.1962
engordar;G8;0.4605
enjoar;G8;-0.1725
entender;G8;0.4354
entrar;G8;0.2886
errado;G8;0.4538
específico;G8;-0.1882
esperar;G8;0.2886
essencial;G8;-0.3139
estômago;G8;0.2366
evitar;G8;-0.1882
exame;G8;-0.3139
exemplo;G8;-0.5654
experiência;G8;-0.3767
explicar;G8;0.3496
falado;G8;0.4538
falta;G8;-0.251
fase;G8;0.2366
feijão;G8;1.2542
final;G8;-0.1882
forma;G8;-0.251
forte;G8;0.2886
forçar;G8;0.8802
fraco;G8;-0.1255
frango;G8;0.2886
frente;G8;-0.1882
fruta;G8;1.6341
funcionar;G8;0.1962
furado;G8;-0.0627
fácil;G8;-0.5024
ganhar;G8;0.2366
garrafa;G8;-0.5654
gastrostomia;G8;1.8571
geral;G8;-0.3139
gostar;G8;1.0561
gosto;G8;0.9624
graça;G8;-0.3769
grosso;G8;0.4538
higiene;G8;0.2688
hipoclorito;G8;-0.2202
horrível;G8;0.4538
hospital;G8;-0.3358
importante;G8;-0.5024
imunidade;G8;-0.1509
incomodar;G8;-0.2202
independente;G8;-0.251
infecção;G8;-0.1882
interessante;G8;-0.3139
internar;G8;-0.3809
intestino;G8;-0.7542
introdução;G8;-0.1882
inventar;G8;0.4538
invocar;G8;-0.1255
início;G8;0.3062
japonês;G8;-0.1882
lado;G8;0.3575
legume;G8;-1.0695
leite;G8;0.3918
lembrar;G8;0.8639
levar;G8;-0.251
lidar;G8;-0.1882
líquido;G8;0.3575
macarrão;G8;-0.3767
machucar;G8;-0.3767
magro;G8;-0.3139
maior;G8;0.4005
mal;G8;0.4354
mandar;G8;-0.3139
manhã;G8;-0.251
manter;G8;-0.3769
mato;G8;0.4538
medida;G8;-0.1882
medo;G8;-1.259
melhorar;G8;0.6193
menos;G8;-0.226
metade;G8;0.8713
metotrexato;G8;1.2542
molho;G8;-0.1882
momento;G8;0.2886
monte;G8;0.4538
moído;G8;2.617
mudar;G8;0.3918
mundo;G8;0.2366
mão;G8;-0.1882
nariz;G8;1.0462
necessidade;G8;-0.2959
noite;G8;-0.3139
notar;G8;-0.251
nunca;G8;-0.2547
nutricionista;G8;-0.6283
nutrir;G8;-0.1882
náusea;G8;-0.551
observar;G8;0.2364
oferecer;G8;-0.4396
ontem;G8;-0.5024
oral;G8;0.4605
ovo;G8;-0.251
paladar;G8;-0.4396
parar;G8;0.3496
parecer;G8;0.9624
passar;G8;0.8602
pedaço;G8;-0.1255
pedir;G8;-0.5654
pensar;G8;-0.5654
pequeno;G8;-0.4396
perceber;G8;0.1962
perder;G8;-0.2512
perguntar;G8;-0.251
permanecer;G8;-0.1255
período;G8;0.3575
peso;G8;0.2651
pesquisar;G8;-0.5654
pessoa;G8;0.8639
pior;G8;0.4538
praticamente;G8;-0.1882
preciso;G8;-0.1882
preferir;G8;-0.1255
preso;G8;-0.7542
problema;G8;1.0683
procedimento;G8;0.4538
processo;G8;-0.1882
proibir;G8;-0.1882
puro;G8;0.4538
pó;G8;0.9624
pôr;G8;2.7708
qualidade;G8;-0.1882
quantidade;G8;-0.4396
queijo;G8;0.6005
querer;G8;1.063
questão;G8;-0.3478
quimioterapia;G8;-1.3914
receio;G8;0.7269
recurso;G8;-0.1882
relacionar;G8;0.1962
relutante;G8;1.7437
remédio;G8;-0.6762
resolver;G8;0.3575
respirar;G8;1.7437
ressecar;G8;-0.251
restrição;G8;0.4538
resultado;G8;1.3071
rim;G8;-0.1882
ritmo;G8;-0.1882
ruim;G8;-0.5024
rápido;G8;0.6193
sabor;G8;2.0933
sabão;G8;0.7269
sair;G8;0.2364
salgado;G8;2.0933
salvar;G8;-0.251
salvação;G8;-0.1255
saudável;G8;-0.3767
seguro;G8;-0.1882
seletivo;G8;-0.3139
semana;G8;0.4354
sensível;G8;-0.251
sentar;G8;0.4605
sentir;G8;-0.551
sofrer;G8;0.7269
soltar;G8;-0.3767
sonda;G8;1.0552
suco;G8;0.1962
suplemento;G8;-0.2346
suprir;G8;-0.251
tempero;G8;-0.3139
tomar;G8;0.675
tranquilo;G8;-0.1846
tratamento;G8;-0.415
trocar;G8;-0.1882
uso;G8;2.4691
uti;G8;0.2366
vender;G8;0.2886
verdura;G8;-1.1327
verduras;G8;-0.3767
via;G8;0.4605
vida;G8;-0.5024
vitamina;G8;0.8639
voltar;G8;-1.3222
vomitar;G8;0.5185
vontade;G8;-0.3767
ácido;G8;2.617
água;G8;0.5326
ótimo;G8;0.3575
